rec_no,commodity,site_name,company_na,state_loca,county,latitude,longitude,plant_min
3917,"Sand and Gravel","Willow Plant","Valley Rock Products, Inc.",California,Glenn,39.7491,-122.0831,M/P
3918,"Sand and Gravel","Orland Plant","Baldwin Contracting Co., Inc.",California,Glenn,39.7769,-122.2089,M/P
3919,"Sand and Gravel","Christie Bar","Eureka Sand & Gravel",California,Humboldt,40.8919,-124.0111,M/P
3920,"Sand and Gravel","Arcata Pit & Mill","Eureka Sand & Gravel",California,Humboldt,40.6167,-124.2211,M/P
3921,"Sand and Gravel","Alton Pit","Eureka Sand & Gravel",California,Humboldt,40.55,-124.1539,M/P
3922,"Sand and Gravel","The Pacific Lumber Co.","The Pacific Lumber Co.",California,Humboldt,40.4478,-124.0219,M/P
3923,"Sand and Gravel","El Centro Aggregate","Granite Construction Co.",California,Imperial,33.0083,-115.6958,M/P
3924,"Sand and Gravel","Shell Canyon Pit","Val-Rock, Inc.",California,Imperial,32.7781,-116.0189,M/P
3925,"Sand and Gravel",Ocotillo/Simenez,"Granite Construction Co.",California,Imperial,36.90644,-121.76752,M/P
3926,"Sand and Gravel","Bishop Rock Plant","Intermountain Slurry Seal, Inc.",California,Inyo,37.4178,-118.4125,M/P
3927,"Sand and Gravel","Hiatt Ready Mix Inc.","Hiatt Ready Mix, Inc.",California,Inyo,37.3681,-118.4433,M/P
3928,"Sand and Gravel","James Road","Granite Construction Co.",California,Kern,35.46702,-119.0664,M/P
3929,"Sand and Gravel","San Emidio (#024)","Vulcan Materials Co.",California,Kern,35.03418,-119.17582,M/P
3930,"Sand and Gravel","Wheeler Ridge (#043)","Vulcan Materials Co.",California,Kern,35.00879,-118.96019,M/P
3931,"Sand and Gravel","Canebrake Pit","Ladd Ready Mixed Concrete Co",California,Kern,35.4781,-118.1189,M/P
3932,"Sand and Gravel","Edmonston Rock Plant","Griffith Co.",California,Kern,34.95,-118.85,M/P
3933,"Sand and Gravel","Ridgecrest Rock Plant, Sand Canyon Pit","Granite Construction Co",California,Kern,35.7981,-117.8761,M/P
3934,"Sand and Gravel","Arvin Pit","Granite Construction Co.",California,Kern,35.1969,-118.76,M/P
3935,"Sand and Gravel","Ward Lake Pit","Millers Custom Work, Inc.",California,Lassen,40.4072,-120.6319,M/P
3936,"Sand and Gravel","Honey Lake Aggregates","Baldwin Contracting Co. Inc.",California,Lassen,40.1461,-120.3139,M/P
3937,"Sand and Gravel","Durbin (#008)","Vulcan Materials Co.",California,"Los Angeles",34.09256,-117.98407,M/P
3938,"Sand and Gravel","Irwindale Plant","United Rock Products Corp.",California,"Los Angeles",34.23533,-118.382,M/P
3939,"Sand and Gravel","Irwindale Pit","Livingston Graham",California,"Los Angeles",34.0258,-118.0175,M/P
3940,"Sand and Gravel","Little Rock Pit","Antelope Valley Aggregate, Inc.",California,"Los Angeles",34.5469,-117.9939,M/P
3941,"Sand and Gravel","Azusa Operation","Cemex, Inc.",California,"Los Angeles",34.12,-117.925,M/P
3942,"Sand and Gravel","Sun Valley (#002)","Vulcan Materials Co.",California,"Los Angeles",34.22944,-118.37979,M/P
3943,"Sand and Gravel","Lang Plant","Curtis Sand & Gravel Co.",California,"Los Angeles",34.4335,-118.3806,M/P
3944,"Sand and Gravel","Palmdale (#004)","Vulcan Materials Co.",California,"Los Angeles",34.54306,-118.00494,M/P
3945,"Sand and Gravel","Reliance (#005)","Vulcan Materials Co.",California,"Los Angeles",34.13615,-117.93521,M/P
3946,"Sand and Gravel","Little Rock Quarry","Hi-Grade Materials Co.",California,"Los Angeles",34.5381,-118.0011,M/P
3947,"Sand and Gravel","Palmdale Plant","Service Rock Products Corp.",California,"Los Angeles",34.555,-117.9889,M/P
3948,"Sand and Gravel","Palmdale Rock Plant","Granite Construction Co.",California,"Los Angeles",34.54,-118.0031,M/P
3949,"Sand and Gravel","Little Rock Plant","Holliday Rock Co., Inc.",California,"Los Angeles",34.539,-117.95433,M/P
3950,"Sand and Gravel","Peck Road Gravel Pit","Sls & N, Inc.",California,"Los Angeles",34.1064,-118.0028,M/P
3951,"Sand and Gravel","Cobb Pit","San Joaquin Sand & Gravel",California,Madera,36.8689,-119.8039,M/P
3952,"Sand and Gravel","Pinedale River Plant","Lehigh Cement Co.",California,Madera,36.80843,-119.85509,M/P
3953,"Sand and Gravel","Shuster Quarry","Granite Construction Co",California,Mendocino,39.1315,-123.2046,M/P
3954,"Sand and Gravel","Blasingame Backhole","J Blasingame & Son, Inc.",California,Merced,37.51,-120.4661,M/P
3955,"Sand and Gravel","Los Banos (#050)","Vulcan Materials Co.",California,Merced,37.02424,-120.89497,M/P
3956,"Sand and Gravel","River Rock Plant","Calaveras Materials, Inc.",California,Merced,37.5265,-120.4195,M/P
3957,"Sand and Gravel","Snelling Pit","Calaveras Materials, Inc.",California,Merced,37.4674,-120.4971,M/P
3958,"Sand and Gravel","Winton Plant","Santa Fe Aggregates, Inc.",California,Merced,37.4711,-120.5889,M/P
3959,"Sand and Gravel",Legrand,"Legrand Asphalt",California,Merced,37.22585,-120.19805,M/P
3960,"Sand and Gravel","Fitch Pit","Eagle Peak Rock & Paving Inc.",California,Modoc,41.515,-120.4719,M/P
3961,"Sand and Gravel","Fitch South Pit","Eagle Peak Rock & Paving, Inc.",California,Modoc,41.5372,-120.507,M/P
3962,"Sand and Gravel","Lee Vining","Intermountain Slurry Seal, Inc.",California,Mono,37.9081,-119.08,M/P
3963,"Sand and Gravel","Martis Valley Plant","Teichert Aggregates, Inc.",California,Nevada,39.334,-120.1219,M/P
3964,"Sand and Gravel","Greenhorn Pit","Hansen Bros. Enterprises",California,Nevada,39.1989,-120.9331,M/P
3965,"Sand and Gravel","Ridge Rock Quarry","Ridge Rock Quarry",California,Nevada,39.3367,-121.1417,M/P
3966,"Sand and Gravel","Star Rock","Robertsons Ready Mix, Inc.",California,Orange,33.8661,-117.7081,M/P
3967,"Sand and Gravel","El Toro Pit","El Toro Materials Co.",California,Orange,33.6661,-117.6519,M/P
3968,"Sand and Gravel","Irvine Lake (#014)","Vulcan Materials Co.",California,Orange,33.7739,-117.6969,M/P
3969,"Sand and Gravel","Chevreaux Pit","Chevreaux Aggregates, Inc.",California,Placer,39.0331,-121.0289,M/P
3970,"Sand and Gravel","Patterson Sand & Gravel - Sheridan Pit","Rmc Pacific Materials",California,Placer,38.94133,-121.34217,M/P
3971,"Sand and Gravel","Spanish Creek Sand & Gravel","Chatfield Ranch, Llc",California,Plumas,39.9469,-120.98,M/P
3972,"Sand and Gravel","Maitri Canyon Plant","Foster Sand & Gravel Co.",California,Riverside,33.77683,-117.47383,M/P
3973,"Sand and Gravel","Sand & Gravel Operation","Whitewater Rock & Supply Co.",California,Riverside,33.9561,-116.6331,M/P
3974,"Sand and Gravel","Indio Aggregate Plant","Granite Construction Co.",California,Riverside,33.78,-116.2389,M/P
3975,"Sand and Gravel","Elsinore Pit","Elsinore Ready Mix Co., Inc.",California,Riverside,33.7119,-117.3969,M/P
3976,"Sand and Gravel","Cabazon Pit","Robertsons Ready Mix, Inc.",California,Riverside,33.9211,-116.8111,M/P
3977,"Sand and Gravel","Banning Pit","Robertsons Ready Mix, Inc.",California,Riverside,33.9431,-116.8631,M/P
3978,"Sand and Gravel","Aguanga Plant","Shamrock Sand & Rock, Inc.",California,Riverside,33.4711,-116.9369,M/P
3979,"Sand and Gravel","Corona Plant","All American Aggregates",California,Riverside,33.8803,-117.5661,M/P
3980,"Sand and Gravel","Mayhew Plant","Cemex, Inc.",California,Riverside,33.7561,-117.4761,M/P
3981,"Sand and Gravel","Sierra Plant","Chandler Aggregates, Inc.",California,Riverside,33.7539,-117.4881,M/P
3982,"Sand and Gravel","West Coast Aggregates Inc","West Coast Aggregates, Inc.",California,Riverside,33.64533,-116.08988,M/P
3983,"Sand and Gravel","Soboba Plant","San Jacinto Aggregates, Inc",California,Riverside,33.7657,-116.8977,M/P
3984,"Sand and Gravel","Dillion Road Pit","James E Simon Co.",California,Riverside,33.79,-116.1831,M/P
3985,"Sand and Gravel","Plants A & B","E. L. Yearger Construction",California,Riverside,34.02,-117.3864,M/P
3986,"Sand and Gravel","Wyroc Lake Street Plant","Wyroc, Inc.",California,Riverside,33.68617,-117.39717,M/P
3987,"Sand and Gravel",3m,"Fst Sand & Gravel, Inc.",California,Riverside,33.84,-117.5,M/P
3988,"Sand and Gravel","Fst Oglebay Norton","Fst Sand & Gravel, Inc.",California,Riverside,33.8029,-117.5038,M/P
3989,"Sand and Gravel","Coachella Valley Aggregate","Coachella Valley Aggregate",California,Riverside,33.8658,-117.5252,M/P
3990,"Sand and Gravel","Pacific Clay / Ford Pit","Robert R. Ford Trucking, Inc.",California,Riverside,33.72634,-117.39351,M/P
3991,"Sand and Gravel","Pacific Clay","Wyroc Inc.",California,Riverside,33.69674,-117.38953,M/P
3992,"Sand and Gravel","River Road Sand Job","Kec Engineering",California,Riverside,33.8798,-117.5717,M/P
3993,"Sand and Gravel","Perkins Plant","Teichert Aggregates, Inc.",California,Sacramento,38.5439,-121.3781,M/P
3994,"Sand and Gravel","Bradshaw Plants","Granite Construction Co.",California,Sacramento,38.5417,-121.3083,M/P
3995,"Sand and Gravel","Rancho Cordova (#115)","Rmc Pacific Materials",California,Sacramento,38.4114,-121.2669,M/P
3996,"Sand and Gravel","Sacramento (#048)","Vulcan Materials Co.",California,Sacramento,38.50028,-121.25111,M/P
3997,"Sand and Gravel","Grantline Plant #118","Teichert Aggregates, Inc.",California,Sacramento,38.5832,-121.1856,M/P
3998,"Sand and Gravel","San Juan Plant","Hillsdale Rock Co.",California,"San Benito",36.7919,-121.4781,M/P
3999,"Sand and Gravel","Plant #25","The Don Chapin Co., Inc.",California,"San Benito",36.89,-121.4181,M/P
4000,"Sand and Gravel","Southside Sand & Gravel Pit","Granite Construction Co.",California,"San Benito",36.79,-121.3361,M/P
4001,"Sand and Gravel","Redlands Plant","Cemex, Inc.",California,"San Bernardino",34.095,-117.17,M/P
4002,"Sand and Gravel","Fourth St. Rock","Fourth Street Rock Crusher, Inc.",California,"San Bernardino",34.1222,-117.3347,M/P
4003,"Sand and Gravel","Twentynine Palms","Granite Construction Co.",California,"San Bernardino",34.1181,-115.9819,M/P
4004,"Sand and Gravel","Foothill Pit","Holliday Rock Co., Inc.",California,"San Bernardino",34.1131,-117.6919,M/P
4005,"Sand and Gravel","Barstow Plant","Service Rock Products Corp.",California,"San Bernardino",34.8742,-116.9706,M/P
4006,"Sand and Gravel","San Bernardino (#010)","Vulcan Materials Co.",California,"San Bernardino",34.13686,-117.34624,M/P
4007,"Sand and Gravel","Campus Plant","Holliday Rock Co., Inc.",California,"San Bernardino",34.1331,-117.6331,M/P
4008,"Sand and Gravel","Upland (#009)","Vulcan Materials Co.",California,"San Bernardino",34.13567,-117.68327,M/P
4009,"Sand and Gravel","Lucerne Valley Pit & Plant","Hi-Grade Materials Co.",California,"San Bernardino",34.4114,-116.9247,M/P
4010,"Sand and Gravel","Colton Plant","Holliday Trucking, Inc.",California,"San Bernardino",34.149,-117.37067,M/P
4011,"Sand and Gravel","San Berardino Pit","Holliday Trucking, Inc.",California,"San Bernardino",34.1261,-117.345,M/P
4012,"Sand and Gravel","Redlands Excavation","Robertsons Ready Mix, Inc.",California,"San Bernardino",34.0919,-117.1681,M/P
4013,"Sand and Gravel","A-1 Grit","A-1 Grit Co.",California,"San Bernardino",34.1054,-117.2074,M/P
4014,"Sand and Gravel","Ord Grande Pit","Agcon, Inc.",California,"San Bernardino",34.6183,-117.3408,M/P
4015,"Sand and Gravel","Inland Plant","Livingston Graham",California,"San Bernardino",34.15,-117.55,M/P
4016,"Sand and Gravel","Lytle Creek Pit","Cemex, Inc.",California,"San Bernardino",34.1568,-117.4002,M/P
4017,"Sand and Gravel","Dayton Trucking","Dayton Trucking Co.",California,"San Bernardino",34.0259,-117.6886,M/P
4018,"Sand and Gravel",Rialto,"Robertson Ready Mix, Inc.",California,"San Bernardino",34.06665,-117.34244,M/P
4019,"Sand and Gravel","Matich Asphalt Plant","Matich Corp.",California,"San Bernardino",34.1084,-117.2918,M/P
4020,"Sand and Gravel","Pala Sand Plant","Sim J. Harris",California,"San Diego",33.3531,-117.1081,M/P
4021,"Sand and Gravel","Lakeside Sand & Processing","Hanson Aggregates West, Inc.",California,"San Diego",32.86545,-116.9236,M/P
4022,"Sand and Gravel","Rcp Sand Plant","Rcp Block & Brick, Inc.",California,"San Diego",32.8583,-116.9617,M/P
4023,"Sand and Gravel","Mission Gorge Plant","Superior Ready Mix Concrete Co.",California,"San Diego",32.805,-117.0931,M/P
4024,"Sand and Gravel","Hillsdale Granite Pit","C. W. Mcgrath, Inc.",California,"San Diego",32.7,-116.9289,M/P
4025,"Sand and Gravel","Carroll Canyon (#026)","Vulcan Materials Co.",California,"San Diego",32.90115,-117.1251,M/P
4026,"Sand and Gravel","Mission Valley (#022)","Vulcan Materials Co.",California,"San Diego",32.77524,-117.15395,M/P
4027,"Sand and Gravel","Pala (#023)","Vulcan Materials Co.",California,"San Diego",33.36965,-117.05433,M/P
4028,"Sand and Gravel","Lakeside Aggregates Plant","Hanson Aggregates West, Inc.",California,"San Diego",32.91,-116.9431,M/P
4029,"Sand and Gravel","Otay Pit & Mill","Nelson & Sloan Co.",California,"San Diego",32.5869,-116.9781,M/P
4030,"Sand and Gravel","Sloan Canyon Sand Co. (#027)","Vulcan Materials Co.",California,"San Diego",32.7781,-116.8669,M/P
4031,"Sand and Gravel","Enniss Lakeside Plant","Enniss Enterprises, Inc.",California,"San Diego",32.908,-116.9412,M/P
4032,"Sand and Gravel","Campo Materials Pit","Muht-Hei, Inc.",California,"San Diego",32.9698,-116.3695,M/P
4033,"Sand and Gravel","Sand & Gravel Operations","Superior Rock Products, Inc.",California,"San Diego",32.81818,-117.0608,M/P
4034,"Sand and Gravel","Lakeside Sand Pit","Cw Mcgrath",California,"San Diego",32.8281,-116.9167,M/P
4035,"Sand and Gravel","Tidewater San Francisco","Hanson Aggregates West, Inc.",California,"San Francisco",37.74618,-122.38493,M/P
4036,"Sand and Gravel","San Francisco Sand","Mission Valley Rock Co.",California,"San Francisco",37.80185,-122.39797,M/P
4037,"Sand and Gravel","Tracy Plant","Teichert Aggregates, Inc.",California,"San Joaquin",37.6919,-121.4169,M/P
4038,"Sand and Gravel","Clements Rock Plant","George Reed, Inc.",California,"San Joaquin",38.195,-121.0939,M/P
4039,"Sand and Gravel","Sand & Gravel Operation","Munn & Perkins, Inc.",California,"San Joaquin",37.7417,-120.925,M/P
4040,"Sand and Gravel","Kerlinger Plant (#114)","Rmc Pacific Materials",California,"San Joaquin",37.675,-121.4211,M/P
4041,"Sand and Gravel","Munn & Perkins Pit & Mill","Munn & Perkins",California,"San Joaquin",37.7581,-120.9661,M/P
4042,"Sand and Gravel","Tracy Pit","Granite Construction Co.",California,"San Joaquin",37.675,-121.4381,M/P
4043,"Sand and Gravel","Vernalis Plant","Teichert Aggregates, Inc.",California,"San Joaquin",37.6031,-121.3431,M/P
4044,"Sand and Gravel","San Joaquin County Pit","Krc Aggregates, Inc.",California,"San Joaquin",38.2,-121.025,M/P
4045,"Sand and Gravel","Mossdale Plant","Brown Sand, Inc.",California,"San Joaquin",37.7833,-121.3,M/P
4046,"Sand and Gravel","Vernalis Plant","Dss Co.",California,"San Joaquin",37.9382,-121.2961,M/P
4047,"Sand and Gravel","Rocky Canyon Plant","Union Asphalt, Inc.",California,"San Luis Obispo",35.251,-120.6332,M/P
4048,"Sand and Gravel","Gardner Rock Plant","Granite Construction Co.",California,"Santa Barbara",34.82908,-119.4806,M/P
4049,"Sand and Gravel","Solvang Plant","Buellflat Rck Co., Inc.",California,"Santa Barbara",34.5933,-120.16,M/P
4050,"Sand and Gravel","Sisquoc Operations","Southern Pacific Milling Co.",California,"Santa Barbara",34.8689,-120.22,M/P
4051,"Sand and Gravel","Ventucopa Plant","General Production Service",California,"Santa Barbara",34.875,-119.5,M/P
4052,"Sand and Gravel","Freeman Quarry","Granite Construction Co.",California,"Santa Clara",36.929,-121.5482,M/P
4053,"Sand and Gravel","Santa Cruz Sand Plant","Granite Rock Co.",California,"Santa Cruz",36.9082,-121.7545,M/P
4054,"Sand and Gravel","Felton Operation","Hanson Aggregates West, Inc.",California,"Santa Cruz",37.0519,-122.0411,M/P
4055,"Sand and Gravel","Olympia Plant (#125)","Rmc Pacific Materials",California,"Santa Cruz",37.0689,-122.0469,M/P
4056,"Sand and Gravel","Quail Hollow Quarry","Granite Rock Co.",California,"Santa Cruz",37.0769,-122.0661,M/P
4057,"Sand and Gravel","Metz Facility","Granite Construction Co.",California,"Santa Cruz",36.9055,-121.76749,M/P
4058,"Sand and Gravel","Moore Pit","Anderson Cottonwood Concrete Products",California,Shasta,40.3781,-122.2789,M/P
4059,"Sand and Gravel","Aggregates Products","Aggregate Products Co.",California,Shasta,40.5089,-122.4119,M/P
4060,"Sand and Gravel","Shea Pit","Shea Sand & Gravel Co.",California,Shasta,40.5061,-122.3561,M/P
4061,"Sand and Gravel","Kett Siding","Crystal Creek Aggregates, Inc.",California,Shasta,40.6039,-122.4661,M/P
4062,"Sand and Gravel","Mount Shasta Pit","Sousa Ready Mix, Inc.",California,Siskiyou,41.3381,-122.34,M/P
4063,"Sand and Gravel","Frontier #3","Essayons, Inc.",California,Siskiyou,41.7116,-122.599,M/P
4064,"Sand and Gravel","Rio Vista Sand Pit","Asta Construction Co., Inc.",California,Solano,38.1707,-121.6838,M/P
4065,"Sand and Gravel","Healdsburg Plant","Syar Industries, Inc.",California,Sonoma,38.5731,-122.87,M/P
4066,"Sand and Gravel","Windsor Operation","Hanson Aggregates West, Inc.",California,Sonoma,38.5386,-122.8539,M/P
4067,"Sand and Gravel","Cloverdale Plant","Shamrock Materials, Inc.",California,Sonoma,38.7792,-122.9822,M/P
4068,"Sand and Gravel","Austin Creek","Bohan & Canelis Acrm, Inc.",California,Sonoma,38.4681,-123.045,M/P
4069,"Sand and Gravel","Hughson Pit","Calaveras Materials, Inc.",California,Stanislaus,37.61448,-120.82121,M/P
4070,"Sand and Gravel","Orestimba Creek Pit","Frank B. Marks & Son, Inc.",California,Stanislaus,37.3669,-121.09,M/P
4071,"Sand and Gravel","Waterford Pit & Mill","Santa Fe Aggregates, Inc.",California,Stanislaus,37.6331,-120.6731,M/P
4072,"Sand and Gravel","Waterford Pit","7-11 Materials, Inc.",California,Stanislaus,37.6331,-120.6331,M/P
4073,"Sand and Gravel","Ohes Pit & Mill","Ohes Sand & Gravel Co.",California,Stanislaus,37.8069,-120.6847,M/P
4074,"Sand and Gravel","La Grange Pit & Mill","Santa Fe Aggregates, Inc.",California,Stanislaus,37.6389,-120.505,M/P
4075,"Sand and Gravel","Doolittle Plant","Santa Fe Aggregates, Inc.",California,Stanislaus,37.65941,-121.03104,M/P
4076,"Sand and Gravel","Morehead Pit","Butte Sand & Gravel",California,Sutter,39.1581,-121.8131,M/P
4077,"Sand and Gravel","Sand & Gravel Operation","Thomas Creek Rock, Inc.",California,Tehama,39.9708,-122.1925,M/P
4078,"Sand and Gravel","Tenney Pit","Cottonwood Creek Sand & Gravel",California,Tehama,40.3709,-122.2948,M/P
4079,"Sand and Gravel","Red Bluff Plant","North Valley Rock, Llc",California,Tehama,39.98,-122.2019,M/P
4080,"Sand and Gravel","Deer Creek Rock","Scott D. Stephens",California,Tehama,39.9864,-122.0185,M/P
4081,"Sand and Gravel","Kaweah River Rock","Kaweah River Rock Co, Inc.",California,Tulare,36.5814,-119.2208,M/P
4082,"Sand and Gravel","Lemoncove Plant (#133)","Rmc Pacific Materials",California,Tulare,36.4,-119.0581,M/P
4083,"Sand and Gravel","Tule River/Success Dam","Mitchell Brown Ge Engineering, Inc.",California,Tulare,36.0494,-118.9325,M/P
4084,"Sand and Gravel","Deer Creek Mine","Deer Creek Rock Co., Inc.",California,Tulare,36.00599,-118.96387,M/P
4085,"Sand and Gravel","Grimes Canyon Pit","Best Rock Products Co.",California,Ventura,34.3556,-118.9192,M/P
4086,"Sand and Gravel","Moorpark Sand & Gravel Operation","J. Wayne Sand & Gravel, Inc.",California,Ventura,34.1703,-118.825,M/P
4087,"Sand and Gravel","Moorpark Plant","Cemex, Inc.",California,Ventura,34.3361,-118.8789,M/P
4088,"Sand and Gravel","Sand & Gravel Operation","Tapo Rock & Sand Products, Inc.",California,Ventura,34.3361,-118.705,M/P
4089,"Sand and Gravel","Grimes Rock","Grimes Rock",California,Ventura,34.273,-119.1405,M/P
4090,"Sand and Gravel","Madison Sand & Gravel","Syar Industries, Inc.",California,Yolo,38.7081,-121.9831,M/P
4091,"Sand and Gravel","Woodland Plant","Teichert Aggregates, Inc.",California,Yolo,38.7022,-121.8575,M/P
4092,"Sand and Gravel","Cache Creek Quarry","Solano Concrete Co.",California,Yolo,38.6889,-121.9381,M/P
4093,"Sand and Gravel","Esparto Plant","Teichert Aggregates, Inc.",California,Yolo,38.7169,-121.9869,M/P
4094,"Sand and Gravel","Capay Facilities","Granite Construction Co.",California,Yolo,38.6793,-121.6962,M/P
4095,"Sand and Gravel","Hallwood Plant","Baldwin Contracting Co., Inc.",California,Yuba,39.195,-121.525,M/P
4096,"Sand and Gravel","Hallwood Plant","Teichert Aggregates, Inc.",California,Yuba,39.192,-121.4946,M/P
4097,"Sand and Gravel","Maryville Pit","Western Aggregates, Inc.",California,Yuba,39.17205,-121.42886,M/P
4098,"Sand and Gravel","Thornton Plant","Aggregate Industries, Inc.",Colorado,Adams,39.8768,-104.8984,M/P
4099,"Sand and Gravel","Jones Fine Sand Pit","Carl Palizzi Inc.",Colorado,Adams,39.7956,-104.93,M/P
4100,"Sand and Gravel","Mann Lake Pit (416)","Lafarge North America, Inc.",Colorado,Adams,39.91755,-104.89413,M/P
4101,"Sand and Gravel","Pit 29","Brannan Sand & Gravel Co.",Colorado,Adams,39.93998,-104.8553,M/P
4102,"Sand and Gravel",Pit#4,"Albert Frei & Sons, Inc.",Colorado,Adams,39.8508,-104.92519,M/P
4103,"Sand and Gravel","Howe Pit (413)","Lafarge North America, Inc.",Colorado,Adams,39.9172,-104.8684,M/P
4104,"Sand and Gravel","Brighton Plant","Aggregate Industries, Inc.",Colorado,Adams,39.95105,-104.8545,M/P
4105,"Sand and Gravel","Bromley Lakes","Ready Mixed Concrete Co.",Colorado,Adams,39.96388,-104.8555,M/P
4106,"Sand and Gravel","Aggregate #1","Aggregate, Inc.",Colorado,Adams,39.90877,-104.8728,M/P
4107,"Sand and Gravel","Pit #8","Albert Frei & Sons, Inc.",Colorado,Adams,39.85197,-104.9225,M/P
4108,"Sand and Gravel","Tucson Plant","Aggregate Industries, Inc.",Colorado,Adams,40.00207,-104.83364,M/P
4109,"Sand and Gravel","Sand & Gravel Operations","Lafarge North America, Inc.",Colorado,Adams,39.8924,-104.8931,M/P
4110,"Sand and Gravel","Clark Pit","Kiewit Materials Co.",Colorado,Arapahoe,39.57063,-105.0487,M/P
4111,"Sand and Gravel","Coal Creek Resources","Schmidt Aggregates",Colorado,Arapahoe,39.6057,-104.6248,M/P
4112,"Sand and Gravel","Weber Pit #2","Weber Sand & Gravel, Inc.",Colorado,Archuleta,37.2972,-106.9731,M/P
4113,"Sand and Gravel","Longmont West Plant","Aggregate Industries, Inc.",Colorado,Boulder,40.1673,-105.1546,M/P
4114,"Sand and Gravel","Longmont West Mine","Aggregate Industries, Inc.",Colorado,Boulder,39.74034,-105.1561,M/P
4115,"Sand and Gravel","Camenish Pit","Andesite Rock Co.",Colorado,Boulder,40.16794,-105.07046,M/P
4116,"Sand and Gravel","Butala Pit","Butala Construction Co.",Colorado,Chaffee,38.5328,-106.0497,M/P
4117,"Sand and Gravel","Kaess Pit No. 1","Kaess Contracting, Inc.",Colorado,Chaffee,38.548,-106.0287,M/P
4118,"Sand and Gravel","Pineridge Pit","Aca Products, Inc.",Colorado,Chaffee,38.826,-106.1301,M/P
4119,"Sand and Gravel","Delta & Black Pits","United Companies Of Mesa County, Inc.",Colorado,Delta,38.75423,-108.0588,M/P
4120,"Sand and Gravel","Hotchkiss Plant","Tri County Gravel Co.",Colorado,Delta,38.8055,-107.6958,M/P
4121,"Sand and Gravel","Eagle Pit (803)","Lafarge North America, Inc.",Colorado,Eagle,39.65454,-106.8372,M/P
4122,"Sand and Gravel","Gypsum Ranch Pit(818)","Lafarge North America, Inc.",Colorado,Eagle,39.6456,-107.0667,M/P
4123,"Sand and Gravel","Fountain Pit","Schmidt Aggregates",Colorado,"El Paso",38.793,-104.7694,M/P
4124,"Sand and Gravel","Mason Sand Pit","Pioneer Sand Co., Inc.",Colorado,"El Paso",39.0655,-104.5192,M/P
4125,"Sand and Gravel","Fountain Pit","Schmidt Aggregates",Colorado,"El Paso",38.66288,-104.73793,M/P
4126,"Sand and Gravel","Fountain Pit","Lafarge North America, Inc.",Colorado,"El Paso",38.66532,-104.7206,M/P
4127,"Sand and Gravel","Dellacroce Gravel Pit","Pioneer Sand Co., Inc.",Colorado,"El Paso",39.0479,-104.8873,M/P
4128,"Sand and Gravel","Fountain Colony Pit","Rinker Materials Corp.",Colorado,"El Paso",38.6502,-104.7149,M/P
4129,"Sand and Gravel","Cortner Pit (606)","Lafarge North America, Inc.",Colorado,"El Paso",38.8559,-104.80642,M/P
4130,"Sand and Gravel","Mclain Pit","Schmidt Aggregates",Colorado,Elbert,38.79271,-104.7697,M/P
4131,"Sand and Gravel","Holnam Gravel Pit","Castle Concrete Co.",Colorado,Fremont,38.3975,-105.0245,M/P
4132,"Sand and Gravel","Park Dale Quarry","Agile Stone Systems, Inc.",Colorado,Fremont,38.4895,-105.3945,M/P
4133,"Sand and Gravel","Western Slope Aggregates Pit","Western Slope Aggregates, Inc.",Colorado,Garfield,39.4124,-107.1679,M/P
4134,"Sand and Gravel","Flag Sand & Gravel","Flag Resources, Inc.",Colorado,Garfield,39.54117,-107.6348,M/P
4135,"Sand and Gravel","Rifle Pit","United Companies Of Mesa County, Inc.",Colorado,Garfield,39.5321,-107.7506,M/P
4136,"Sand and Gravel","Mamm Creek Pit","Grant Bros. Construction, Llc.",Colorado,Garfield,39.5426,-107.6981,M/P
4137,"Sand and Gravel","Wash Plant","Western Slope Aggregates, Inc.",Colorado,Garfield,39.40086,-107.21238,M/P
4138,"Sand and Gravel","Sievers Pit(804)","Lafarge North America, Inc.",Colorado,Garfield,39.462,-107.2743,M/P
4139,"Sand and Gravel","Horn Pit","Flintstone Gravel",Colorado,Grand,40.0911,-105.9517,M/P
4140,"Sand and Gravel","Seahorse Gravel Pit","American Concrete & Gravel, Inc.",Colorado,Gunnison,38.5383,-106.8589,M/P
4141,"Sand and Gravel","Blue Stone Pit (423)","Western Mobile",Colorado,Jefferson,39.9088,-105.242,M/P
4142,"Sand and Gravel","Leyden Pit","Pioneer Sand Co., Inc.",Colorado,Jefferson,39.8407,-105.2155,M/P
4143,"Sand and Gravel","Trimble Lane Pit","Four Corners Materials, Inc.",Colorado,"La Plata",37.3833,-107.8375,M/P
4144,"Sand and Gravel","Zellitti Gravel Pit","Hocker Construction Co.",Colorado,"La Plata",37.14833,-107.8155,M/P
4145,"Sand and Gravel","Sand & Gravel Operations","Lafarge North America, Inc.",Colorado,"La Plata",37.2282,-107.6083,M/P
4146,"Sand and Gravel","Kauffman Pit","Jake Kauffman & Son, Inc.",Colorado,Larimer,40.40041,-105.02357,M/P
4147,"Sand and Gravel","Larimer Pit","Loveland Ready Mix Concrete, Inc.",Colorado,Larimer,40.36431,-105.11778,M/P
4148,"Sand and Gravel","Riverside Pit","Sterling Redi-Mix Co.",Colorado,Logan,40.6276,-103.1927,M/P
4149,"Sand and Gravel","River Road Wash Plant","United Companies Of Mesa County, Inc.",Colorado,Mesa,39.1012,-108.6337,M/P
